metric,row_type,student_group,value,table_id,period,row_type2,row_label_raw,value_num
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Numerator,61%,"3,576",18,SY 2024-25,numerator,Numerator,3576
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Denominator,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Numerator 7,222 1,304 133 303 410 2,058 560","14,114",18,SY 2024-25,denominator,Denominator,14114
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Denominator,27%,"3,945",18,SY 2024-25,denominator,Denominator,3945
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Denominator,61%,918,18,SY 2024-25,denominator,Denominator,918
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Denominator,61%,"5,003",18,SY 2024-25,denominator,Denominator,5003
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Numerator 7,222 1,304 133 303 410 2,058 560",64%,18,SY 2024-25,other,Target,64
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,27%,46%,18,SY 2024-25,other,Target,46
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,61%,71%,18,SY 2024-25,other,Target,71
Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,61%,71%,18,SY 2024-25,other,Target,71
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,All students,51%,19,Baseline,percent,Baseline,51
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,Econ Dis,28%,19,Baseline,percent,Baseline,28
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,ML,7%,19,Baseline,percent,Baseline,7
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,SWD,15%,19,Baseline,percent,Baseline,15
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,504 Plan,52%,19,Baseline,percent,Baseline,52
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,Asian,73%,19,Baseline,percent,Baseline,73
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,Black,38%,19,Baseline,percent,Baseline,38
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,Hispanic,27%,19,Baseline,percent,Baseline,27
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,Multiracial,61%,19,Baseline,percent,Baseline,61
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Baseline,White,61%,19,Baseline,percent,Baseline,61
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,All Students,Actual,19,SY 2023-24,percent,SY 2023-24,NA
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,All students,59%,19,SY 2023-24,percent,SY 2023-24,59
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,Econ Dis,37%,19,SY 2023-24,percent,SY 2023-24,37
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,ML,11%,19,SY 2023-24,percent,SY 2023-24,11
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,SWD,22%,19,SY 2023-24,percent,SY 2023-24,22
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,504 Plan,64%,19,SY 2023-24,percent,SY 2023-24,64
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,Asian,79%,19,SY 2023-24,percent,SY 2023-24,79
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,Black,48%,19,SY 2023-24,percent,SY 2023-24,48
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,Hispanic,33%,19,SY 2023-24,percent,SY 2023-24,33
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,Multiracial,72%,19,SY 2023-24,percent,SY 2023-24,72
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2023-24,White,69%,19,SY 2023-24,percent,SY 2023-24,69
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,All Students,Target,19,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,All students,64%,19,SY 2024-25,percent,SY 2024-25,64
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Econ Dis,47%,19,SY 2024-25,percent,SY 2024-25,47
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,ML,32%,19,SY 2024-25,percent,SY 2024-25,32
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,SWD,38%,19,SY 2024-25,percent,SY 2024-25,38
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,504 Plan,64%,19,SY 2024-25,percent,SY 2024-25,64
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Asian,79%,19,SY 2024-25,percent,SY 2024-25,79
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Black,54%,19,SY 2024-25,percent,SY 2024-25,54
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Hispanic,46%,19,SY 2024-25,percent,SY 2024-25,46
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Multiracial,71%,19,SY 2024-25,percent,SY 2024-25,71
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,White,71%,19,SY 2024-25,percent,SY 2024-25,71
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,All Students,Actual,19,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,All students,61%,19,SY 2024-25,percent,SY 2024-25,61
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Econ Dis,37%,19,SY 2024-25,percent,SY 2024-25,37
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,ML,14%,19,SY 2024-25,percent,SY 2024-25,14
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,SWD,23%,19,SY 2024-25,percent,SY 2024-25,23
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,504 Plan,66%,19,SY 2024-25,percent,SY 2024-25,66
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Asian,80%,19,SY 2024-25,percent,SY 2024-25,80
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Black,50%,19,SY 2024-25,percent,SY 2024-25,50
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Hispanic,35%,19,SY 2024-25,percent,SY 2024-25,35
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,Multiracial,73%,19,SY 2024-25,percent,SY 2024-25,73
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2024-25,White,71%,19,SY 2024-25,percent,SY 2024-25,71
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,All Students,Target,19,SY 2025-26,percent,SY 2025-26,NA
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,All students,70%,19,SY 2025-26,percent,SY 2025-26,70
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,Econ Dis,57%,19,SY 2025-26,percent,SY 2025-26,57
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,ML,45%,19,SY 2025-26,percent,SY 2025-26,45
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,SWD,49%,19,SY 2025-26,percent,SY 2025-26,49
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,504 Plan,70%,19,SY 2025-26,percent,SY 2025-26,70
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,Asian,82%,19,SY 2025-26,percent,SY 2025-26,82
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,Black,62%,19,SY 2025-26,percent,SY 2025-26,62
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,Hispanic,56%,19,SY 2025-26,percent,SY 2025-26,56
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,Multiracial,76%,19,SY 2025-26,percent,SY 2025-26,76
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,SY 2025-26,White,76%,19,SY 2025-26,percent,SY 2025-26,76
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,All Students,Annual,19,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,All students,6.29,19,SY 2025-26,other,Target,6.29
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,Econ Dis,9.57,19,SY 2025-26,other,Target,9.57
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,ML,12.57,19,SY 2025-26,other,Target,12.57
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,SWD,11.43,19,SY 2025-26,other,Target,11.43
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,504 Plan,6.14,19,SY 2025-26,other,Target,6.14
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,Asian,3.14,19,SY 2025-26,other,Target,3.14
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,Black,8.14,19,SY 2025-26,other,Target,8.139999999999999
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,Hispanic,9.71,19,SY 2025-26,other,Target,9.709999999999999
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,Multiracial,4.86,19,SY 2025-26,other,Target,4.859999999999999
Growth Targets - Percent of Students who Receive a Verified Credit in Algebra 1 by the end of 8th Grade,Target,White,4.86,19,SY 2025-26,other,Target,4.859999999999999
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Denominator,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671","13,995",24,NA,denominator,Denominator,13995
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Denominator,83%,"4,993",24,NA,denominator,Denominator,4993
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,SY 2023-24,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671",76%,24,SY 2023-24,percent,SY 2023-24,76
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,SY 2023-24,83%,85%,24,SY 2023-24,percent,SY 2023-24,85
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Numerator,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671","10,141",24,SY 2023-24,numerator,Numerator,10141
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Numerator,83%,"4,029",24,SY 2023-24,numerator,Numerator,4029
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Denominator,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671","13,274",24,SY 2023-24,denominator,Denominator,13274
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Denominator,83%,"4,757",24,SY 2023-24,denominator,Denominator,4757
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,SY 2024-25,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671",77%,24,SY 2024-25,percent,SY 2024-25,77
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,SY 2024-25,83%,85%,24,SY 2024-25,percent,SY 2024-25,85
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Numerator,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671","10,467",24,SY 2024-25,numerator,Numerator,10467
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Numerator,83%,"4,173",24,SY 2024-25,numerator,Numerator,4173
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Denominator,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671","13,673",24,SY 2024-25,denominator,Denominator,13673
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Denominator,83%,"4,903",24,SY 2024-25,denominator,Denominator,4903
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Target,"All Students Econ Dis ML (1-4) SWD 504 Plan Asian Black Hispanic Multiracial Numerator 10,271 2,533 389 606 655 2,404 967 2,039 671",79%,24,SY 2024-25,other,Target,79
Percent of Middle School Students who Successfully Complete an Honors Course by the end of 8th Grade,Target,83%,86%,24,SY 2024-25,other,Target,86
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,All Students,3%,26,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Econ Dis,2%,26,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,ML,2%,26,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,SWD,2%,26,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,504 Plan,3%,26,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Asian,3%,26,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Black,2%,26,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Hispanic,2%,26,Baseline,percent,Baseline,2
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Multiracial,3%,26,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,White,3%,26,Baseline,percent,Baseline,3
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,All Students,"4,745",26,Baseline,numerator,Numerator,4745
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Econ Dis,"1,068",26,Baseline,numerator,Numerator,1068
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,ML,"1,096",26,Baseline,numerator,Numerator,1096
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,SWD,637,26,Baseline,numerator,Numerator,637
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,504 Plan,251,26,Baseline,numerator,Numerator,251
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Asian,"1,024",26,Baseline,numerator,Numerator,1024
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Black,330,26,Baseline,numerator,Numerator,330
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Hispanic,938,26,Baseline,numerator,Numerator,938
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Multiracial,358,26,Baseline,numerator,Numerator,358
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,White,"2,080",26,Baseline,numerator,Numerator,2080
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,All Students,"176,552",26,Baseline,denominator,Denominator,176552
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Econ Dis,"57,605",26,Baseline,denominator,Denominator,57605
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,ML,"48,693",26,Baseline,denominator,Denominator,48693
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,SWD,"26,603",26,Baseline,denominator,Denominator,26603
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,504 Plan,"8,174",26,Baseline,denominator,Denominator,8174
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Asian,"34,077",26,Baseline,denominator,Denominator,34077
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Black,"17,309",26,Baseline,denominator,Denominator,17309
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Hispanic,"48,907",26,Baseline,denominator,Denominator,48907
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Multiracial,"10,998",26,Baseline,denominator,Denominator,10998
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,White,"64,573",26,Baseline,denominator,Denominator,64573
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,All Students,6%,26,SY 2023-24,percent,SY 2023-24,6
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Econ Dis,4%,26,SY 2023-24,percent,SY 2023-24,4
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,ML,5%,26,SY 2023-24,percent,SY 2023-24,5
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,SWD,5%,26,SY 2023-24,percent,SY 2023-24,5
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,504 Plan,7%,26,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Asian,7%,26,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Black,4%,26,SY 2023-24,percent,SY 2023-24,4
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Hispanic,4%,26,SY 2023-24,percent,SY 2023-24,4
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,Multiracial,7%,26,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2023-24,White,7%,26,SY 2023-24,percent,SY 2023-24,7
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,All Students,"10,242",26,SY 2023-24,numerator,Numerator,10242
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Econ Dis,"2,848",26,SY 2023-24,numerator,Numerator,2848
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,ML,"2,454",26,SY 2023-24,numerator,Numerator,2454
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,SWD,"1,448",26,SY 2023-24,numerator,Numerator,1448
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,504 Plan,630,26,SY 2023-24,numerator,Numerator,630
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Asian,"2,359",26,SY 2023-24,numerator,Numerator,2359
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Black,732,26,SY 2023-24,numerator,Numerator,732
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Hispanic,"2,083",26,SY 2023-24,numerator,Numerator,2083
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Multiracial,789,26,SY 2023-24,numerator,Numerator,789
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,White,"4,250",26,SY 2023-24,numerator,Numerator,4250
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,All Students,"177,135",26,SY 2023-24,denominator,Denominator,177135
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Econ Dis,"72,412",26,SY 2023-24,denominator,Denominator,72412
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,ML,"49,531",26,SY 2023-24,denominator,Denominator,49531
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,SWD,"27,807",26,SY 2023-24,denominator,Denominator,27807
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,504 Plan,"9,532",26,SY 2023-24,denominator,Denominator,9532
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Asian,"33,506",26,SY 2023-24,denominator,Denominator,33506
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Black,"17,248",26,SY 2023-24,denominator,Denominator,17248
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Hispanic,"50,600",26,SY 2023-24,denominator,Denominator,50600
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Multiracial,"11,267",26,SY 2023-24,denominator,Denominator,11267
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,White,"63,776",26,SY 2023-24,denominator,Denominator,63776
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,All Students,10%,26,SY 2024-25,percent,SY 2024-25,10
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Econ Dis,7%,26,SY 2024-25,percent,SY 2024-25,7
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,ML,8%,26,SY 2024-25,percent,SY 2024-25,8
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,SWD,8%,26,SY 2024-25,percent,SY 2024-25,8
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,504 Plan,10%,26,SY 2024-25,percent,SY 2024-25,10
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Asian,12%,26,SY 2024-25,percent,SY 2024-25,12
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Black,9%,26,SY 2024-25,percent,SY 2024-25,9
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Hispanic,7%,26,SY 2024-25,percent,SY 2024-25,7
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,Multiracial,12%,26,SY 2024-25,percent,SY 2024-25,12
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),SY 2024-25,White,11%,26,SY 2024-25,percent,SY 2024-25,11
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,All Students,"17,537",26,SY 2024-25,numerator,Numerator,17537
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Econ Dis,"4,226",26,SY 2024-25,numerator,Numerator,4226
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,ML,"4,052",26,SY 2024-25,numerator,Numerator,4052
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,SWD,"2,391",26,SY 2024-25,numerator,Numerator,2391
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,504 Plan,"1,061",26,SY 2024-25,numerator,Numerator,1061
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Asian,"4,112",26,SY 2024-25,numerator,Numerator,4112
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Black,"1,468",26,SY 2024-25,numerator,Numerator,1468
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Hispanic,"3,532",26,SY 2024-25,numerator,Numerator,3532
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,Multiracial,"1,349",26,SY 2024-25,numerator,Numerator,1349
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Numerator,White,"7,035",26,SY 2024-25,numerator,Numerator,7035
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,All Students,"175,616",26,SY 2024-25,denominator,Denominator,175616
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Econ Dis,"57,477",26,SY 2024-25,denominator,Denominator,57477
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,ML,"48,765",26,SY 2024-25,denominator,Denominator,48765
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,SWD,"28,294",26,SY 2024-25,denominator,Denominator,28294
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,504 Plan,"10,341",26,SY 2024-25,denominator,Denominator,10341
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Asian,"33,104",26,SY 2024-25,denominator,Denominator,33104
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Black,"17,079",26,SY 2024-25,denominator,Denominator,17079
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Hispanic,"50,318",26,SY 2024-25,denominator,Denominator,50318
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,Multiracial,"11,464",26,SY 2024-25,denominator,Denominator,11464
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Denominator,White,"62,949",26,SY 2024-25,denominator,Denominator,62949
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,All Students,29%,26,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Econ Dis,28%,26,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,ML,28%,26,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,SWD,28%,26,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,504 Plan,29%,26,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Asian,29%,26,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Black,28%,26,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Hispanic,28%,26,SY 2024-25,other,Target,28
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,Multiracial,29%,26,SY 2024-25,other,Target,29
Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Target,White,29%,26,SY 2024-25,other,Target,29
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,All students,3%,27,Baseline,percent,Baseline,3
Growth Targets - Percent of Students who Complete a POG/POL (metric also reported in Goal 5),Baseline,Econ Dis,2%,27,Baseline,percent,Baseline,2
