metric,row_type,student_group,value,table_id,period,row_type2,row_label_raw,value_num
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,All Students,80%,14,Baseline,percent,Baseline,80
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,All ML (ELP Students 1-4),70%,14,Baseline,percent,Baseline,70
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Econ Dis,65%,14,Baseline,percent,Baseline,65
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,SWD,35%,14,Baseline,percent,Baseline,35
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,504 Plan,80%,14,Baseline,percent,Baseline,80
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Asian,90%,14,Baseline,percent,Baseline,90
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Black,67%,14,Baseline,percent,Baseline,67
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Hispanic,73%,14,Baseline,percent,Baseline,73
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Multiracial,82%,14,Baseline,percent,Baseline,82
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,White,83%,14,Baseline,percent,Baseline,83
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,All Students,"11,202",14,Baseline,numerator,Numerator,11202
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,All ML (ELP Students 1-4),"3,239",14,Baseline,numerator,Numerator,3239
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Econ Dis,"1,274",14,Baseline,numerator,Numerator,1274
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,SWD,722,14,Baseline,numerator,Numerator,722
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,504 Plan,626,14,Baseline,numerator,Numerator,626
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Asian,"2,551",14,Baseline,numerator,Numerator,2551
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Black,983,14,Baseline,numerator,Numerator,983
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Hispanic,"2,811",14,Baseline,numerator,Numerator,2811
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Multiracial,680,14,Baseline,numerator,Numerator,680
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,White,"4,128",14,Baseline,numerator,Numerator,4128
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,All Students,"14,028",14,Baseline,denominator,Denominator,14028
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,All ML (ELP Students 1-4),"4,636",14,Baseline,denominator,Denominator,4636
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Econ Dis,"1,975",14,Baseline,denominator,Denominator,1975
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,SWD,"2,068",14,Baseline,denominator,Denominator,2068
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,504 Plan,781,14,Baseline,denominator,Denominator,781
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Asian,"2,823",14,Baseline,denominator,Denominator,2823
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Black,"1,458",14,Baseline,denominator,Denominator,1458
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Hispanic,"3,855",14,Baseline,denominator,Denominator,3855
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Multiracial,830,14,Baseline,denominator,Denominator,830
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,White,"5,000",14,Baseline,denominator,Denominator,5000
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,All Students,83%,14,SY 2023-24,percent,SY 2023-24,83
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,All ML (ELP Students 1-4),76%,14,SY 2023-24,percent,SY 2023-24,76
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Econ Dis,76%,14,SY 2023-24,percent,SY 2023-24,76
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,SWD,41%,14,SY 2023-24,percent,SY 2023-24,41
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,504 Plan,82%,14,SY 2023-24,percent,SY 2023-24,82
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Asian,92%,14,SY 2023-24,percent,SY 2023-24,92
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Black,71%,14,SY 2023-24,percent,SY 2023-24,71
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Hispanic,78%,14,SY 2023-24,percent,SY 2023-24,78
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Multiracial,82%,14,SY 2023-24,percent,SY 2023-24,82
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,White,85%,14,SY 2023-24,percent,SY 2023-24,85
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,All Students,"11,002",14,SY 2023-24,numerator,Numerator,11002
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,All ML (ELP Students 1-4),"4,011",14,SY 2023-24,numerator,Numerator,4011
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Econ Dis,"1,743",14,SY 2023-24,numerator,Numerator,1743
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,SWD,823,14,SY 2023-24,numerator,Numerator,823
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,504 Plan,717,14,SY 2023-24,numerator,Numerator,717
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Asian,"2,407",14,SY 2023-24,numerator,Numerator,2407
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Black,957,14,SY 2023-24,numerator,Numerator,957
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Hispanic,"2,845",14,SY 2023-24,numerator,Numerator,2845
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Multiracial,717,14,SY 2023-24,numerator,Numerator,717
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,White,"4,035",14,SY 2023-24,numerator,Numerator,4035
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,All Students,"13,302",14,SY 2023-24,denominator,Denominator,13302
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,All ML (ELP Students 1-4),"5,270",14,SY 2023-24,denominator,Denominator,5270
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Econ Dis,"2,300",14,SY 2023-24,denominator,Denominator,2300
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,SWD,"1,997",14,SY 2023-24,denominator,Denominator,1997
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,504 Plan,872,14,SY 2023-24,denominator,Denominator,872
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Asian,"2,620",14,SY 2023-24,denominator,Denominator,2620
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Black,"1,355",14,SY 2023-24,denominator,Denominator,1355
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Hispanic,"3,635",14,SY 2023-24,denominator,Denominator,3635
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Multiracial,870,14,SY 2023-24,denominator,Denominator,870
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,White,"4,772",14,SY 2023-24,denominator,Denominator,4772
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,All Students,85%,14,SY 2024-25,percent,SY 2024-25,85
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,All ML (ELP Students 1-4),79%,14,SY 2024-25,percent,SY 2024-25,79
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Econ Dis,79%,14,SY 2024-25,percent,SY 2024-25,79
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,SWD,46%,14,SY 2024-25,percent,SY 2024-25,46
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,504 Plan,87%,14,SY 2024-25,percent,SY 2024-25,87
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Asian,95%,14,SY 2024-25,percent,SY 2024-25,95
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Black,72%,14,SY 2024-25,percent,SY 2024-25,72
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Hispanic,83%,14,SY 2024-25,percent,SY 2024-25,83
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Multiracial,87%,14,SY 2024-25,percent,SY 2024-25,87
Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,White,86%,14,SY 2024-25,percent,SY 2024-25,86
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,All Students,"11,718",14,SY 2024-25,numerator,Numerator,11718
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,All ML (ELP Students 1-4),"3,434",14,SY 2024-25,numerator,Numerator,3434
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Econ Dis,"2,008",14,SY 2024-25,numerator,Numerator,2008
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,SWD,955,14,SY 2024-25,numerator,Numerator,955
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,504 Plan,820,14,SY 2024-25,numerator,Numerator,820
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Asian,"2,537",14,SY 2024-25,numerator,Numerator,2537
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Black,"1,007",14,SY 2024-25,numerator,Numerator,1007
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Hispanic,"3,107",14,SY 2024-25,numerator,Numerator,3107
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,Multiracial,786,14,SY 2024-25,numerator,Numerator,786
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Numerator,White,"4,227",14,SY 2024-25,numerator,Numerator,4227
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,All Students,"13,714",14,SY 2024-25,denominator,Denominator,13714
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,All ML (ELP Students 1-4),"4,360",14,SY 2024-25,denominator,Denominator,4360
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Econ Dis,"2,540",14,SY 2024-25,denominator,Denominator,2540
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,SWD,"2,067",14,SY 2024-25,denominator,Denominator,2067
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,504 Plan,942,14,SY 2024-25,denominator,Denominator,942
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Asian,"2,674",14,SY 2024-25,denominator,Denominator,2674
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Black,"1,395",14,SY 2024-25,denominator,Denominator,1395
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Hispanic,"3,766",14,SY 2024-25,denominator,Denominator,3766
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,Multiracial,899,14,SY 2024-25,denominator,Denominator,899
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Denominator,White,"4,915",14,SY 2024-25,denominator,Denominator,4915
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,All Students,84%,14,SY 2024-25,other,Target,84
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,All ML (ELP Students 1-4),77%,14,SY 2024-25,other,Target,77
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Econ Dis,74%,14,SY 2024-25,other,Target,74
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,SWD,52%,14,SY 2024-25,other,Target,52
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,504 Plan,84%,14,SY 2024-25,other,Target,84
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Asian,91%,14,SY 2024-25,other,Target,91
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Black,75%,14,SY 2024-25,other,Target,75
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Hispanic,79%,14,SY 2024-25,other,Target,79
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Multiracial,86%,14,SY 2024-25,other,Target,86
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,White,86%,14,SY 2024-25,other,Target,86
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,All ML (ELP Students 1-4),Met,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,Econ Dis,Target,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,SWD,Met,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,504 Plan,Target,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,Asian,Met,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,Black,Progress,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,Hispanic,Progress,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,Multiracial,Progress,14,NA,target_status,Performance Target,NA
Percent of Students With at Least one High School Credit Before Entering 9th Grade,Performance Target,White,Target Met,14,NA,target_status,Performance Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,All Students,80%,15,Baseline,percent,Baseline,80
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,All ML (ELP Students 1-4),70%,15,Baseline,percent,Baseline,70
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Econ Dis,65%,15,Baseline,percent,Baseline,65
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,SWD,35%,15,Baseline,percent,Baseline,35
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,504 Plan,80%,15,Baseline,percent,Baseline,80
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Asian,90%,15,Baseline,percent,Baseline,90
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Black,67%,15,Baseline,percent,Baseline,67
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Hispanic,73%,15,Baseline,percent,Baseline,73
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,Multiracial,82%,15,Baseline,percent,Baseline,82
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Baseline,White,83%,15,Baseline,percent,Baseline,83
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,All ML (ELP Students 1-4),Actual,15,SY 2023-24,percent,SY 2023-24,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Econ Dis,83%,15,SY 2023-24,percent,SY 2023-24,83
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,SWD,76%,15,SY 2023-24,percent,SY 2023-24,76
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,504 Plan,76%,15,SY 2023-24,percent,SY 2023-24,76
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Asian,41%,15,SY 2023-24,percent,SY 2023-24,41
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Black,82%,15,SY 2023-24,percent,SY 2023-24,82
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Hispanic,92%,15,SY 2023-24,percent,SY 2023-24,92
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,Multiracial,71%,15,SY 2023-24,percent,SY 2023-24,71
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2023-24,White,85%,15,SY 2023-24,percent,SY 2023-24,85
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,All ML (ELP Students 1-4),Target,15,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Econ Dis,84%,15,SY 2024-25,percent,SY 2024-25,84
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,SWD,77%,15,SY 2024-25,percent,SY 2024-25,77
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,504 Plan,74%,15,SY 2024-25,percent,SY 2024-25,74
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Asian,52%,15,SY 2024-25,percent,SY 2024-25,52
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Black,84%,15,SY 2024-25,percent,SY 2024-25,84
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Hispanic,91%,15,SY 2024-25,percent,SY 2024-25,91
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Multiracial,75%,15,SY 2024-25,percent,SY 2024-25,75
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,White,86%,15,SY 2024-25,percent,SY 2024-25,86
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,All ML (ELP Students 1-4),Actual,15,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Econ Dis,85%,15,SY 2024-25,percent,SY 2024-25,85
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,SWD,79%,15,SY 2024-25,percent,SY 2024-25,79
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,504 Plan,79%,15,SY 2024-25,percent,SY 2024-25,79
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Asian,46%,15,SY 2024-25,percent,SY 2024-25,46
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Black,87%,15,SY 2024-25,percent,SY 2024-25,87
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Hispanic,95%,15,SY 2024-25,percent,SY 2024-25,95
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,Multiracial,72%,15,SY 2024-25,percent,SY 2024-25,72
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2024-25,White,86%,15,SY 2024-25,percent,SY 2024-25,86
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,All ML (ELP Students 1-4),Target,15,SY 2025-26,percent,SY 2025-26,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,Econ Dis,86%,15,SY 2025-26,percent,SY 2025-26,86
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,SWD,80%,15,SY 2025-26,percent,SY 2025-26,80
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,504 Plan,77%,15,SY 2025-26,percent,SY 2025-26,77
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,Asian,60%,15,SY 2025-26,percent,SY 2025-26,60
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,Black,86%,15,SY 2025-26,percent,SY 2025-26,86
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,Hispanic,92%,15,SY 2025-26,percent,SY 2025-26,92
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,Multiracial,78%,15,SY 2025-26,percent,SY 2025-26,78
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,SY 2025-26,White,87%,15,SY 2025-26,percent,SY 2025-26,87
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,All ML (ELP Students 1-4),Annual,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Econ Dis,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,SWD,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,504 Plan,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Asian,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Black,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Hispanic,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,Multiracial,NA,15,SY 2025-26,other,Target,NA
Growth Targets - Percent of Students With at Least one High School Credit Before Entering 9th Grade,Target,White,NA,15,SY 2025-26,other,Target,NA
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Numerator,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,479,20,NA,numerator,Numerator,479
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Denominator,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,"1,099",20,NA,denominator,Denominator,1099
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),SY 2023-24,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,47%,20,SY 2023-24,percent,SY 2023-24,47
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Numerator,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,548,20,SY 2023-24,numerator,Numerator,548
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Denominator,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,"1,162",20,SY 2023-24,denominator,Denominator,1162
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),SY 2024-25,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,51%,20,SY 2024-25,percent,SY 2024-25,51
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Numerator,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,639,20,SY 2024-25,numerator,Numerator,639
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Denominator,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,"1,245",20,SY 2024-25,denominator,Denominator,1245
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (5th Rising to 6th),Target,All Econ Dis ML (ELP SWD 504 Plan Asian Black Baseline 44% 34% 14% 19% 57% 60% 53%,59%,20,SY 2024-25,other,Target,59
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Numerator,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,"7,969",23,NA,numerator,Numerator,7969
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Denominator,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,"11,026",23,NA,denominator,Denominator,11026
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),SY 2023-24,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,75%,23,SY 2023-24,percent,SY 2023-24,75
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Numerator,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,"8,653",23,SY 2023-24,numerator,Numerator,8653
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Denominator,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,"11,497",23,SY 2023-24,denominator,Denominator,11497
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),SY 2024-25,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,78%,23,SY 2024-25,percent,SY 2024-25,78
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Numerator,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,"9,284",23,SY 2024-25,numerator,Numerator,9284
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Denominator,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,"11,964",23,SY 2024-25,denominator,Denominator,11964
Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Target,ML (ELP All Econ Dis SWD 504 Plan Asian Black Baseline 72% 44% 16% 40% 79% 86% 58%,79%,23,SY 2024-25,other,Target,79
Growth Targets - Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),SY 2023-24,ML (ELP All Econ Dis SWD 504 Plan Asian Black Hispanic Multiracial Baseline 72% 44% 16% 40% 79% 86% 58% 46% 83%,Actual,24,SY 2023-24,percent,SY 2023-24,NA
Growth Targets - Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),SY 2024-25,ML (ELP All Econ Dis SWD 504 Plan Asian Black Hispanic Multiracial Baseline 72% 44% 16% 40% 79% 86% 58% 46% 83%,Target,24,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),SY 2024-25,ML (ELP All Econ Dis SWD 504 Plan Asian Black Hispanic Multiracial Baseline 72% 44% 16% 40% 79% 86% 58% 46% 83%,Actual,24,SY 2024-25,percent,SY 2024-25,NA
Growth Targets - Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),SY 2025-26,ML (ELP All Econ Dis SWD 504 Plan Asian Black Hispanic Multiracial Baseline 72% 44% 16% 40% 79% 86% 58% 46% 83%,Target,24,SY 2025-26,percent,SY 2025-26,NA
Growth Targets - Percent of Rising Middle Schoolers Passing Reading and Math SOLs (6th Rising to 7th),Target,ML (ELP All Econ Dis SWD 504 Plan Asian Black Hispanic Multiracial Baseline 72% 44% 16% 40% 79% 86% 58% 46% 83%,Annual,24,SY 2025-26,other,Target,NA
